SubjectNum,Activity,tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z,tBodyAcc-std-X,tBodyAcc-std-Y,tBodyAcc-std-Z,tGravityAcc-mean-X,tGravityAcc-mean-Y,tGravityAcc-mean-Z,tGravityAcc-std-X,tGravityAcc-std-Y,tGravityAcc-std-Z,tBodyAccJerk-mean-X,tBodyAccJerk-mean-Y,tBodyAccJerk-mean-Z,tBodyAccJerk-std-X,tBodyAccJerk-std-Y,tBodyAccJerk-std-Z,tBodyGyro-mean-X,tBodyGyro-mean-Y,tBodyGyro-mean-Z,tBodyGyro-std-X,tBodyGyro-std-Y,tBodyGyro-std-Z,tBodyGyroJerk-mean-X,tBodyGyroJerk-mean-Y,tBodyGyroJerk-mean-Z,tBodyGyroJerk-std-X,tBodyGyroJerk-std-Y,tBodyGyroJerk-std-Z,tBodyAccMag-mean,tBodyAccMag-std,tGravityAccMag-mean,tGravityAccMag-std,tBodyAccJerkMag-mean,tBodyAccJerkMag-std,tBodyGyroMag-mean,tBodyGyroMag-std,tBodyGyroJerkMag-mean,tBodyGyroJerkMag-std,fBodyAcc-mean-X,fBodyAcc-mean-Y,fBodyAcc-mean-Z,fBodyAcc-std-X,fBodyAcc-std-Y,fBodyAcc-std-Z,fBodyAccJerk-mean-X,fBodyAccJerk-mean-Y,fBodyAccJerk-mean-Z,fBodyAccJerk-std-X,fBodyAccJerk-std-Y,fBodyAccJerk-std-Z,fBodyGyro-mean-X,fBodyGyro-mean-Y,fBodyGyro-mean-Z,fBodyGyro-std-X,fBodyGyro-std-Y,fBodyGyro-std-Z,fBodyAccMag-mean,fBodyAccMag-std,fBodyBodyAccJerkMag-mean,fBodyBodyAccJerkMag-std,fBodyBodyGyroMag-mean,fBodyBodyGyroMag-std,fBodyBodyGyroJerkMag-mean,fBodyBodyGyroJerkMag-std
2,STANDING,0.277911472222222,-0.0184208270166667,-0.105908536055556,-0.987271889259259,-0.957304989259259,-0.949741851296296,0.896928566851852,-0.370062696851852,0.129747161222222,-0.986685818703704,-0.97419442037037,-0.945927078703704,0.0747588597592593,0.0103291774794444,-0.00837158846722222,-0.981085715555556,-0.97105943962963,-0.982841446481481,-0.0238623875712963,-0.0820396577592593,0.0878351695481481,-0.972998629814815,-0.971441996481481,-0.964856701851852,-0.105562157888889,-0.042241953537037,-0.0546539479425926,-0.979324000740741,-0.983447258518519,-0.973610118333333,-0.965875181296296,-0.957874965,-0.965875181296296,-0.957874965,-0.980489077407407,-0.976675280185185,-0.963466341851852,-0.95394338037037,-0.983951904259259,-0.977204427777778,-0.983946739814815,-0.959871697407407,-0.962471195740741,-0.989056469814815,-0.957908842222222,-0.946433583518519,-0.980973241666667,-0.970851337962963,-0.979775152037037,-0.983007923703704,-0.973520241111111,-0.984599905185185,-0.967037112037037,-0.972576152962963,-0.960627696111111,-0.97498812462963,-0.97103605037037,-0.969754295740741,-0.964052166481481,-0.960519381481481,-0.977065295555555,-0.97516046,-0.961775904814815,-0.956788725740741,-0.977849827407407,-0.977754298148148
2,LAYING,0.281373403958333,-0.0181587397583333,-0.107245610416667,-0.974059464791667,-0.98027739875,-0.984233296875,-0.509754238125,0.752536639375,0.646834879583333,-0.959014441458333,-0.988211865208333,-0.984230418125,0.0825972511666667,0.012254788451875,-0.00180264895625,-0.98587216875,-0.98317254125,-0.988442014375,-0.01847660675,-0.111800824583333,0.144882846104167,-0.988275232916667,-0.982291608958333,-0.960306560416667,-0.101974134208333,-0.0358590176083333,-0.0701783020833333,-0.993235849166667,-0.989567537916667,-0.98803582125,-0.977435485208333,-0.972873912916667,-0.977435485208333,-0.972873912916667,-0.987741696041667,-0.98551807625,-0.950011569583333,-0.961164053958333,-0.991767074166667,-0.989718095208333,-0.976725059791667,-0.979800877916667,-0.984380981875,-0.973246482083333,-0.981025105625,-0.984792185,-0.985813630833333,-0.982768250416667,-0.986197134583333,-0.987250255833333,-0.984987392916667,-0.989345368541667,-0.9864311425,-0.983321635416667,-0.9626718875,-0.988860685833333,-0.981910616458333,-0.963174222291667,-0.975110196458333,-0.975121387916667,-0.985374114791667,-0.984568489166667,-0.972112972708333,-0.96109837875,-0.990248702291667,-0.989492660416667
3,WALKING,0.276169157413793,-0.0256596344933448,-0.110009602431034,-0.446359405224138,-0.365269107374138,-0.567824062758621,0.949267841724138,-0.170455085862069,0.110868573586207,-0.971238427586207,-0.943687827758621,-0.928848422413793,0.070504238137931,0.0163903259896552,0.00886922890362069,-0.555259454396552,-0.510587438568965,-0.801404891896552,0.0197545177155172,-0.0837332384431035,0.0941999146689655,-0.606259498103448,-0.704331818965517,-0.543202002413793,-0.118309713489655,-0.0392950613793103,-0.0716901444206896,-0.66965975362069,-0.883077735344828,-0.680806376724138,-0.412910253862069,-0.446072516741379,-0.412910253862069,-0.446072516741379,-0.580879747586207,-0.593631927068966,-0.513891758448276,-0.628908155172414,-0.777194025689655,-0.819776780172414,-0.501444212603448,-0.399253780889655,-0.658797962758621,-0.426862146357759,-0.389202162198276,-0.555741384137931,-0.576576095112069,-0.523845650965517,-0.774491162586207,-0.573188090275862,-0.530304013655172,-0.827912592413793,-0.550028807931034,-0.777049166724138,-0.538191323448276,-0.626388519827586,-0.670149327413793,-0.589007607068966,-0.478151481258621,-0.516203251551724,-0.564451349724138,-0.637092446206897,-0.681794452586207,-0.658095522413793,-0.809596037241379,-0.847813988793103
3,WALKING_UPSTAIRS,0.248605384338983,-0.0151835933762712,-0.104098279762712,-0.94666637559322,-0.873750783118644,-0.922830331525424,0.234013266271186,0.224945339057627,0.408458131,-0.918182892372881,-0.928173422423729,-0.948727028813559,0.0948806993389831,-0.00433678331355932,-0.0159971554391525,-0.967650310169492,-0.941344238135593,-0.965777560508475,-0.0260587148338983,-0.1268709499,0.137038731881356,-0.953262384576271,-0.935380839322034,-0.931053902372881,-0.104180447084746,-0.0357078245067797,-0.0618110049789831,-0.957096962542373,-0.970302134067797,-0.967358070338983,-0.910559985254237,-0.876061129576271,-0.910559985254237,-0.876061129576271,-0.960527175932203,-0.95044295779661,-0.901665413728814,-0.903412911355932,-0.969682229152542,-0.961575103559322,-0.948179479661017,-0.89299055220339,-0.93895014559322,-0.946605463728814,-0.872104565084746,-0.920194532033898,-0.96701576440678,-0.940922864745763,-0.962086218305085,-0.97146616220339,-0.946410581186441,-0.968134651186441,-0.942226778305085,-0.94526983338983,-0.934408114745763,-0.957058517627119,-0.930770523050847,-0.93645861661017,-0.896329010338983,-0.884672489520339,-0.949621182881356,-0.950716809152542,-0.92525913220339,-0.906314233050847,-0.96285321220339,-0.962427251186441
3,WALKING_DOWNSTAIRS,0.280216237755102,-0.00849154061204082,-0.102662807959184,-0.957590655510204,-0.862677551836735,-0.899252467142857,0.962105210408163,-0.0296370042040816,0.110863272371429,-0.971047707959184,-0.932492404081633,-0.918860716326531,0.0683942762489796,-0.00271210831346939,-0.00985201255693877,-0.960868970612245,-0.93305347244898,-0.965834499795918,-0.0451777142197959,-0.0362335278163265,0.0662145492355102,-0.92325982755102,-0.933924099183674,-0.910077994285714,-0.0924202554489796,-0.0468356561693878,-0.0438953607053061,-0.944961633061224,-0.973527692244898,-0.955184664693878,-0.903135764081633,-0.888131713061225,-0.903135764081633,-0.888131713061225,-0.95306443755102,-0.95083292755102,-0.894714237959184,-0.891376336530612,-0.964420865102041,-0.961283772040816,-0.957464060816326,-0.88687819244898,-0.928420206734694,-0.957967794081633,-0.860194210632653,-0.892165894081633,-0.962480885510204,-0.932816933673469,-0.960673175714286,-0.962952055306122,-0.938409898979592,-0.969780164285714,-0.917457554693878,-0.94676045244898,-0.915715092857143,-0.926245392244898,-0.927650590612245,-0.91660282755102,-0.908792396326531,-0.895493625714286,-0.948131080408163,-0.953883418979592,-0.919179724285714,-0.893043726938776,-0.961899115714286,-0.962964193469388
3,SITTING,0.282605440576923,-0.0142139425201923,-0.110370403865385,-0.455597193146154,-0.191235314215385,-0.621413997692308,0.801432513846154,0.0344428780192308,0.164953565961538,-0.980563749615385,-0.964515155576923,-0.958422261153846,0.0780373378653846,0.00286986929615385,-0.00246200625615385,-0.358559290423077,-0.299616517017308,-0.772714223846154,-0.0492384350076923,-0.0730881639826923,0.0746777527173077,-0.541502737307692,-0.705981903461538,-0.691776636153846,-0.116119431388462,-0.0350449123653846,-0.0499632992115385,-0.548850932115385,-0.835782870192308,-0.654045084423077,-0.361900924330769,-0.527876193865385,-0.361900924330769,-0.527876193865385,-0.425797491730769,-0.377628914769231,-0.537941159684615,-0.584501021346154,-0.714515503653846,-0.756897727692308,-0.449948508923077,-0.238654133663462,-0.659409071730769,-0.458902236788462,-0.219388066444423,-0.630142480769231,-0.40936096,-0.347630768134615,-0.750081148461539,-0.364453157057692,-0.29463753325,-0.794119010384615,-0.436972789807692,-0.7317066175,-0.628271447307692,-0.576372084615385,-0.693500807884615,-0.744626037884615,-0.458296859576923,-0.646477023653846,-0.378612011269231,-0.38088373475,-0.640592673865385,-0.62056988,-0.751182783461538,-0.782065189807692
3,STANDING,0.271879710147541,-0.0151644613360656,-0.111662459016393,-0.895931824590164,-0.829576746903279,-0.919697639508197,-0.0812559642622951,0.68474704833352,0.281030117868852,-0.950864646393443,-0.975816504590164,-0.975149836557377,0.0864508048360656,0.0108604688318525,-0.0023991783742623,-0.889841214754098,-0.851907186885246,-0.956309061147541,-0.0164498507863934,-0.0920127618918033,0.141137259327869,-0.911882068852459,-0.92457631295082,-0.927641774426229,-0.103092016836066,-0.0371412171442623,-0.0647848522491803,-0.911435536393443,-0.965919478852459,-0.942730494098361,-0.87519180852459,-0.894233107377049,-0.87519180852459,-0.894233107377049,-0.892524843442623,-0.88439841,-0.882470273442623,-0.89883467,-0.946601784098361,-0.951720344754098,-0.899771279344262,-0.841092095016393,-0.928972918360656,-0.894554079344262,-0.83426944924918,-0.920248372295082,-0.900223330491803,-0.862083920983607,-0.950190113278689,-0.889239070163935,-0.85077274847541,-0.961136867213115,-0.887832366885246,-0.937027762295082,-0.921521185409836,-0.919691367868852,-0.918853169344262,-0.93658556,-0.889245239508197,-0.913703478688525,-0.884303107213115,-0.88464663147541,-0.917352903934426,-0.904341546065574,-0.950174824754098,-0.957374087868853
3,LAYING,0.273036912258065,-0.0166368926270968,-0.107643517629032,-0.113402940183871,-0.156367914832097,-0.456198480967742,0.95081004483871,-0.108999307891935,0.133291520548387,-0.959296416612903,-0.937597532903226,-0.943294148064516,0.0839803971145161,0.00726733201290323,-0.0161247703532258,-0.227911011384032,-0.174096830945161,-0.659662513064516,-0.0483803454016129,-0.0791614684596774,0.0649361892645161,-0.413132168193548,-0.643674516612903,-0.499478891612903,-0.108634096814516,-0.0405935852677419,-0.0565737163032258,-0.430831939354839,-0.815226969516129,-0.424098807209677,-0.111340017253226,-0.18976837383871,-0.111340017253226,-0.18976837383871,-0.284353825139194,-0.284967454532258,-0.355105470096774,-0.449696393596774,-0.621253275806452,-0.673344228064516,-0.184493896774194,-0.118404028901613,-0.519864888709677,-0.0898836054129032,-0.235144524977419,-0.467228250967742,-0.257574881964516,-0.202272849721936,-0.623653514516129,-0.268116580295161,-0.201627132182258,-0.694790694193548,-0.284012867170968,-0.697936356129032,-0.365910217193548,-0.456609409080645,-0.62012884,-0.601052737903226,-0.161512072787097,-0.335370554403226,-0.251523854275806,-0.337449166225806,-0.494324401290323,-0.516806855,-0.661213660967742,-0.714687518387097
4,WALKING,0.278582015166667,-0.0148399475341667,-0.11140306485,-0.440829971333333,-0.0788267367683333,-0.586252806833333,0.963999696833333,-0.0858540265666667,0.127764112666667,-0.983826494833333,-0.967963221,-0.962968112,0.0783529082183333,0.00295602428666667,-0.000767679338333334,-0.297042612533333,-0.221165131581667,-0.7513913825,-0.0317982557795,-0.0726905278583333,0.0805677161216667,-0.500916659,-0.665394092833333,-0.662608226,-0.115321556475,-0.0393474489133333,-0.0551166852766667,-0.492341066833333,-0.807419937,-0.640454132833333,-0.312050574166667,-0.527679103166667,-0.312050574166667,-0.527679103166667,-0.366700879833333,-0.316918956,-0.49779220106,-0.553116111166667,-0.6813040365,-0.7301463685,-0.426719449666667,-0.14939963344,-0.631005470833333,-0.447234929666667,-0.101799450565167,-0.594198325666667,-0.358883413666667,-0.279553391533333,-0.728991595666667,-0.29732607245,-0.2099000063,-0.772359087333333,-0.373384540666667,-0.688460056666667,-0.601381129166667,-0.542646759,-0.654657770166667,-0.716458475166667,-0.450804558333333,-0.651172628166667,-0.318587811,-0.320458701,-0.609285588016667,-0.593937200833333,-0.724327420666667,-0.757768081166667
4,WALKING_UPSTAIRS,0.270876696730769,-0.0319804295729615,-0.114219455519231,-0.204933042903846,-0.0666899105180769,-0.372137777692308,0.946264314423077,-0.232944304615385,0.0841675382884615,-0.958495235576923,-0.923376019038461,-0.919619453269231,0.0560971909634615,0.0234018993153846,0.0034028083673077,-0.380488027307692,-0.281543175326923,-0.726495311923077,0.0393825198942308,-0.0859471683596154,0.0843753843384615,-0.454431043269231,-0.551185569230769,-0.360811047884615,-0.1314720713,-0.0390508828865385,-0.0722496260807692,-0.533666803846154,-0.840722752692308,-0.556236584807692,-0.153703935357692,-0.212012300480769,-0.153703935357692,-0.212012300480769,-0.400922254807692,-0.437261477884615,-0.299779407884615,-0.510974134423077,-0.686978374423077,-0.755270457692308,-0.294488270365385,-0.117109161492308,-0.524655722692308,-0.173217219014423,-0.101434446040385,-0.345109817692308,-0.418304647307692,-0.297805187243462,-0.690106934230769,-0.396762584807692,-0.314525030788462,-0.762772175,-0.3710689925,-0.684310201538462,-0.350765737115385,-0.483548693461539,-0.489824279230769,-0.424533512307692,-0.276825498230769,-0.301005898461538,-0.397406285,-0.497324087307692,-0.575794072115385,-0.552489628846154,-0.740749226346154,-0.794209483076923
